#Ticker	Name	Sector	Asset Class	Market Value	Weight (%)	Notional Value	Quantity	CUSIP	ISIN	SEDOL	Accrual Date
SPG	SIMON PROPERTY GROUP REIT INC	Real Estate	Equity	$612,045,212.30	0.11	612,045,212.30	3,418,865.00	828806109	US8288061091	2812452	-
AFL	AFLAC INC	Financials	Equity	$608,817,584.34	0.11	608,817,584.34	5,623,142.00	001055102	US0010551028	2026361	-
AMP	AMERIPRISE FINANCE INC	Financials	Equity	$604,654,813.91	0.11	604,654,813.91	1,095,409.00	03076C106	US03076C1062	B0J7D57	-
PSA	PUBLIC STORAGE REIT	Real Estate	Equity	$596,434,254.72	0.11	596,434,254.72	1,757,216.00	74460D109	US74460D1090	2852533	-
GWW	WW GRAINGER INC	Industrials	Equity	$595,623,750.05	0.11	595,623,750.05	495,383.00	384802104	US3848021040	2380863	-
RCL	ROYAL CARIBBEAN GROUP LTD	Consumer Discretionary	Equity	$595,175,054.04	0.10	595,175,054.04	2,642,052.00	V7780T103	LR0008862868	2754907	-
AZO	AUTOZONE INC	Consumer Discretionary	Equity	$592,378,336.16	0.10	592,378,336.16	190,468.00	053332102	US0533321024	2065955	-
PSX	PHILLIPS	Energy	Equity	$590,415,029.10	0.10	590,415,029.10	4,669,158.00	718546104	US7185461040	B78C4Y8	-
ALL	ALLSTATE CORP	Financials	Equity	$579,982,536.10	0.10	579,982,536.10	2,945,569.00	020002101	US0200021014	2019952	-
KMI	KINDER MORGAN INC	Energy	Equity	$579,035,520.00	0.10	579,035,520.00	21,541,500.00	49456B101	US49456B1017	B3NQ4P8	-
NEM	NEWMONT	Materials	Equity	$576,543,257.76	0.10	576,543,257.76	12,800,694.00	651639106	US6516391066	2636607	-
MPC	MARATHON PETROLEUM CORP	Energy	Equity	$574,103,268.75	0.10	574,103,268.75	3,734,005.00	56585A102	US56585A1025	B3K3L40	-
AEP	AMERICAN ELECTRIC POWER INC	Utilities	Equity	$572,202,540.40	0.10	572,202,540.40	5,935,711.00	025537101	US0255371017	2026242	-
O	REALTY INCOME REIT CORP	Real Estate	Equity	$558,763,594.38	0.10	558,763,594.38	9,715,938.00	756109104	US7561091049	2724193	-
DHI	D R HORTON INC	Consumer Discretionary	Equity	$552,458,953.45	0.10	552,458,953.45	3,273,055.00	23331A109	US23331A1097	2250687	-
LHX	L3HARRIS TECHNOLOGIES INC	Industrials	Equity	$551,470,253.60	0.10	551,470,253.60	2,116,156.00	502431109	US5024311095	BK9DTN5	-
CPRT	COPART INC	Industrials	Equity	$548,211,306.60	0.10	548,211,306.60	9,768,555.00	217204106	US2172041061	2208073	-
CMI	CUMMINS INC	Industrials	Equity	$545,020,567.26	0.10	545,020,567.26	1,528,981.00	231021106	US2310211063	2240202	-
PWR	QUANTA SERVICES INC	Industrials	Equity	$543,998,066.04	0.10	543,998,066.04	1,643,598.00	74762E102	US74762E1029	2150204	-
VST	VISTRA CORP	Utilities	Equity	$543,865,522.20	0.10	543,865,522.20	3,832,738.00	92840M102	US92840M1027	BZ8VJQ8	-
AIG	AMERICAN INTERNATIONAL GROUP INC	Financials	Equity	$543,013,352.86	0.10	543,013,352.86	7,184,617.00	026874784	US0268747849	2027342	-
D	DOMINION ENERGY INC	Utilities	Equity	$540,888,510.08	0.10	540,888,510.08	9,359,552.00	25746U109	US25746U1097	2542049	-
FIS	FIDELITY NATIONAL INFORMATION SERV	Financials	Equity	$535,975,261.09	0.09	535,975,261.09	6,085,787.00	31620M106	US31620M1062	2769796	-
ROST	ROSS STORES INC	Consumer Discretionary	Equity	$533,621,227.20	0.09	533,621,227.20	3,721,208.00	778296103	US7782961038	2746711	-
FAST	FASTENAL	Industrials	Equity	$532,303,707.00	0.09	532,303,707.00	6,387,900.00	311900104	US3119001044	2332262	-
MET	METLIFE INC	Financials	Equity	$531,760,915.58	0.09	531,760,915.58	6,563,329.00	59156R108	US59156R1086	2573209	-
PAYX	PAYCHEX INC	Industrials	Equity	$531,158,104.09	0.09	531,158,104.09	3,575,137.00	704326107	US7043261079	2674458	-
TEL	TE CONNECTIVITY PLC	Information Technology	Equity	$524,065,740.66	0.09	524,065,740.66	3,379,761.00	-	IE000IVNQZ81	BRC3N84	-
MSCI	MSCI INC	Financials	Equity	$520,771,680.00	0.09	520,771,680.00	876,720.00	55354G100	US55354G1004	B2972D2	-
HWM	HOWMET AEROSPACE INC	Industrials	Equity	$517,457,769.30	0.09	517,457,769.30	4,553,082.00	443201108	US4432011082	BKLJ8V2	-
CCI	CROWN CASTLE INC	Real Estate	Equity	$513,193,825.20	0.09	513,193,825.20	4,848,312.00	22822V101	US22822V1017	BTGQCX1	-
KVUE	KENVUE INC	Consumer Staples	Equity	$505,950,313.60	0.09	505,950,313.60	21,366,145.00	49177J102	US49177J1025	BQ84ZQ6	-
KMB	KIMBERLY CLARK CORP	Consumer Staples	Equity	$502,018,865.45	0.09	502,018,865.45	3,757,345.00	494368103	US4943681035	2491839	-
AME	AMETEK INC	Industrials	Equity	$493,209,554.52	0.09	493,209,554.52	2,583,331.00	031100100	US0311001004	2089212	-
PCG	PG&E CORP	Utilities	Equity	$491,218,536.00	0.09	491,218,536.00	23,845,560.00	69331C108	US69331C1080	2689560	-
DFS	DISCOVER FINANCIAL SERVICES	Financials	Equity	$490,501,795.05	0.09	490,501,795.05	2,800,467.00	254709108	US2547091080	B1YLC43	-
VLO	VALERO ENERGY CORP	Energy	Equity	$488,495,750.81	0.09	488,495,750.81	3,573,749.00	91913Y100	US91913Y1001	2041364	-
PRU	PRUDENTIAL FINANCIAL INC	Financials	Equity	$485,456,300.49	0.09	485,456,300.49	3,982,741.00	744320102	US7443201022	2819118	-
COR	CENCORA INC	Health Care	Equity	$483,394,184.73	0.09	483,394,184.73	1,945,953.00	03073E105	US03073E1055	2795393	-
AXON	AXON ENTERPRISE INC	Industrials	Equity	$482,729,779.44	0.09	482,729,779.44	800,308.00	05464C101	US05464C1018	BDT5S35	-
RSG	REPUBLIC SERVICES INC	Industrials	Equity	$481,995,037.53	0.08	481,995,037.53	2,277,967.00	760759100	US7607591002	2262530	-
F	FORD MOTOR CO	Consumer Discretionary	Equity	$477,825,665.30	0.08	477,825,665.30	43,557,490.00	345370860	US3453708600	2615468	-
PEG	PUBLIC SERVICE ENTERPRISE GROUP IN	Utilities	Equity	$476,896,934.08	0.08	476,896,934.08	5,556,944.00	744573106	US7445731067	2707677	-
BKR	BAKER HUGHES CLASS A	Energy	Equity	$476,722,469.55	0.08	476,722,469.55	11,082,703.00	05722G100	US05722G1004	BDHLTQ5	-
ODFL	OLD DOMINION FREIGHT LINE INC	Industrials	Equity	$475,555,908.66	0.08	475,555,908.66	2,103,206.00	679580100	US6795801009	2656423	-
IT	GARTNER INC	Information Technology	Equity	$470,918,914.20	0.08	470,918,914.20	860,283.00	366651107	US3666511072	2372763	-
TRGP	TARGA RESOURCES CORP	Energy	Equity	$469,823,489.52	0.08	469,823,489.52	2,443,434.00	87612G101	US87612G1013	B55PZY3	-
LEN	LENNAR A CORP CLASS A	Consumer Discretionary	Equity	$465,404,769.84	0.08	465,404,769.84	2,696,748.00	526057104	US5260571048	2511920	-
IR	INGERSOLL RAND INC	Industrials	Equity	$461,822,778.38	0.08	461,822,778.38	4,500,758.00	45687V106	US45687V1061	BL5GZ82	-
CBRE	CBRE GROUP INC CLASS A	Real Estate	Equity	$457,269,079.68	0.08	457,269,079.68	3,360,296.00	12504L109	US12504L1098	B6WVMH3	-
VRSK	VERISK ANALYTICS INC	Industrials	Equity	$452,717,803.10	0.08	452,717,803.10	1,588,595.00	92345Y106	US92345Y1064	B4P9W92	-
CTVA	CORTEVA INC	Materials	Equity	$450,460,249.61	0.08	450,460,249.61	7,722,617.00	22052L104	US22052L1044	BK73B42	-
OTIS	OTIS WORLDWIDE CORP	Industrials	Equity	$447,032,169.43	0.08	447,032,169.43	4,468,981.00	68902V107	US68902V1070	BK531S8	-
EW	EDWARDS LIFESCIENCES CORP	Health Care	Equity	$445,099,178.61	0.08	445,099,178.61	6,720,507.00	28176E108	US28176E1082	2567116	-
A	AGILENT TECHNOLOGIES INC	Health Care	Equity	$444,805,241.40	0.08	444,805,241.40	3,254,355.00	00846U101	US00846U1016	2520153	-
CTSH	COGNIZANT TECHNOLOGY SOLUTIONS COR	Information Technology	Equity	$444,093,740.64	0.08	444,093,740.64	5,529,744.00	192446102	US1924461023	2257019	-
KR	KROGER	Consumer Staples	Equity	$443,789,316.00	0.08	443,789,316.00	7,407,600.00	501044101	US5010441013	2497406	-
HES	HESS CORP	Energy	Equity	$438,328,996.88	0.08	438,328,996.88	3,082,916.00	42809H107	US42809H1077	2023748	-
GEHC	GE HEALTHCARE TECHNOLOGIES INC	Health Care	Equity	$437,680,302.46	0.08	437,680,302.46	5,092,859.00	36266G107	US36266G1076	BL6JPG8	-
DAL	DELTA AIR LINES INC	Industrials	Equity	$436,752,737.85	0.08	436,752,737.85	7,154,017.00	247361702	US2473617023	B1W9D46	-
MCHP	MICROCHIP TECHNOLOGY INC	Information Technology	Equity	$436,147,353.60	0.08	436,147,353.60	5,985,280.00	595017104	US5950171042	2592174	-
DELL	DELL TECHNOLOGIES INC CLASS C	Information Technology	Equity	$430,777,627.50	0.08	430,777,627.50	3,209,250.00	24703L202	US24703L2025	BHKD3S6	-
VMC	VULCAN MATERIALS	Materials	Equity	$430,651,261.39	0.08	430,651,261.39	1,473,269.00	929160109	US9291601097	2931205	-
YUM	YUM BRANDS INC	Consumer Discretionary	Equity	$430,354,225.44	0.08	430,354,225.44	3,136,464.00	988498101	US9884981013	2098876	-
CHTR	CHARTER COMMUNICATIONS INC CLASS A	Communication	Equity	$426,111,939.29	0.08	426,111,939.29	1,082,299.00	16119P108	US16119P1084	BZ6VT82	-
MNST	MONSTER BEVERAGE CORP	Consumer Staples	Equity	$425,997,612.30	0.08	425,997,612.30	7,868,445.00	61174X109	US61174X1090	BZ07BW4	-
ACGL	ARCH CAPITAL GROUP LTD	Financials	Equity	$425,519,318.70	0.08	425,519,318.70	4,177,902.00	G0450A105	BMG0450A1053	2740542	-
EXC	EXELON CORP	Utilities	Equity	$425,163,086.88	0.07	425,163,086.88	11,156,208.00	30161N101	US30161N1019	2670519	-
SYY	SYSCO CORP	Consumer Staples	Equity	$424,608,670.51	0.07	424,608,670.51	5,486,609.00	871829107	US8718291078	2868165	-
EA	ELECTRONIC ARTS INC	Communication	Equity	$423,516,672.83	0.07	423,516,672.83	2,682,013.00	285512109	US2855121099	2310194	-
IQV	IQVIA HOLDINGS INC	Health Care	Equity	$423,455,679.57	0.07	423,455,679.57	1,931,559.00	46266C105	US46266C1053	BDR73G1	-
MLM	MARTIN MARIETTA MATERIALS INC	Materials	Equity	$422,370,164.32	0.07	422,370,164.32	681,704.00	573284106	US5732841060	2572079	-
NUE	NUCOR CORP	Materials	Equity	$420,510,951.08	0.07	420,510,951.08	2,647,387.00	670346105	US6703461052	2651086	-
XEL	XCEL ENERGY INC	Utilities	Equity	$418,965,541.38	0.07	418,965,541.38	6,218,874.00	98389B100	US98389B1008	2614807	-
GLW	CORNING INC	Information Technology	Equity	$418,577,538.96	0.07	418,577,538.96	8,591,493.00	219350105	US2193501051	2224701	-
MPWR	MONOLITHIC POWER SYSTEMS INC	Information Technology	Equity	$414,248,452.90	0.07	414,248,452.90	544,133.00	609839105	US6098391054	B01Z7J1	-
RMD	RESMED INC	Health Care	Equity	$413,763,886.24	0.07	413,763,886.24	1,639,448.00	761152107	US7611521078	2732903	-
KDP	KEURIG DR PEPPER INC	Consumer Staples	Equity	$412,977,962.16	0.07	412,977,962.16	12,560,157.00	49271V100	US49271V1008	BD3W133	-
STZ	CONSTELLATION BRANDS INC CLASS A	Consumer Staples	Equity	$409,824,914.62	0.07	409,824,914.62	1,748,549.00	21036P108	US21036P1084	2170473	-
GIS	GENERAL MILLS INC	Consumer Staples	Equity	$406,868,127.12	0.07	406,868,127.12	6,209,831.00	370334104	US3703341046	2367026	-
HPQ	HP INC	Information Technology	Equity	$401,949,506.56	0.07	401,949,506.56	10,916,608.00	40434L105	US40434L1052	BYX4D52	-
IDXX	IDEXX LABORATORIES INC	Health Care	Equity	$398,048,703.36	0.07	398,048,703.36	918,687.00	45168D104	US45168D1046	2459202	-
EXR	EXTRA SPACE STORAGE REIT INC	Real Estate	Equity	$396,431,396.40	0.07	396,431,396.40	2,363,932.00	30225T102	US30225T1025	B02HWR9	-
LULU	LULULEMON ATHLETICA INC	Consumer Discretionary	Equity	$395,862,501.80	0.07	395,862,501.80	1,283,060.00	550021109	US5500211090	B23FN39	-
WAB	WESTINGHOUSE AIR BRAKE TECHNOLOGIE	Industrials	Equity	$392,349,752.76	0.07	392,349,752.76	1,955,004.00	929740108	US9297401088	2955733	-
DD	DUPONT DE NEMOURS INC	Materials	Equity	$392,060,324.86	0.07	392,060,324.86	4,657,958.00	26614N102	US26614N1028	BK0VN47	-
IRM	IRON MOUNTAIN INC	Real Estate	Equity	$391,692,556.52	0.07	391,692,556.52	3,272,012.00	46284V101	US46284V1017	BVFTF03	-
MTB	M&T BANK CORP	Financials	Equity	$390,239,513.79	0.07	390,239,513.79	1,863,519.00	55261F104	US55261F1049	2340168	-
HUM	HUMANA INC	Health Care	Equity	$386,965,616.52	0.07	386,965,616.52	1,343,071.00	444859102	US4448591028	2445063	-
HIG	HARTFORD FINANCIAL SERVICES GROUP	Financials	Equity	$383,838,039.22	0.07	383,838,039.22	3,268,654.00	416515104	US4165151048	2476193	-
FANG	DIAMONDBACK ENERGY INC	Energy	Equity	$380,097,371.00	0.07	380,097,371.00	2,089,825.00	25278X109	US25278X1090	B7Y8YR3	-
OXY	OCCIDENTAL PETROLEUM CORP	Energy	Equity	$379,576,408.06	0.07	379,576,408.06	7,511,902.00	674599105	US6745991058	2655408	-
ED	CONSOLIDATED EDISON INC	Utilities	Equity	$378,554,530.92	0.07	378,554,530.92	3,857,684.00	209115104	US2091151041	2216850	-
EFX	EQUIFAX INC	Industrials	Equity	$373,965,491.79	0.07	373,965,491.79	1,380,303.00	294429105	US2944291051	2319146	-
AVB	AVALONBAY COMMUNITIES REIT INC	Real Estate	Equity	$370,402,821.25	0.07	370,402,821.25	1,584,611.00	053484101	US0534841012	2131179	-
VICI	VICI PPTYS INC	Real Estate	Equity	$366,718,163.77	0.06	366,718,163.77	11,682,643.00	925652109	US9256521090	BYWH073	-
GRMN	GARMIN LTD	Consumer Discretionary	Equity	$364,963,065.84	0.06	364,963,065.84	1,715,697.00	-	CH0114405324	B3Z5T14	-
USD	USD CASH	Cash and/or Derivatives	Cash	$364,564,347.47	0.06	364,564,347.47	364,564,347.00	-	-	-	-
DOW	DOW INC	Materials	Equity	$363,516,142.17	0.06	363,516,142.17	7,819,233.00	260557103	US2605571031	BHXCF84	-
NDAQ	NASDAQ INC	Financials	Equity	$363,319,205.55	0.06	363,319,205.55	4,617,095.00	631103108	US6311031081	2965107	-
WTW	WILLIS TOWERS WATSON PLC	Financials	Equity	$358,363,471.80	0.06	358,363,471.80	1,132,986.00	-	IE00BDB6Q211	BDB6Q21	-
EIX	EDISON INTERNATIONAL	Utilities	Equity	$357,990,977.40	0.06	357,990,977.40	4,307,954.00	281020107	US2810201077	2829515	-
ETR	ENTERGY CORP	Utilities	Equity	$355,283,034.60	0.06	355,283,034.60	2,384,770.00	29364G103	US29364G1031	2317087	-
CSGP	COSTAR GROUP INC	Real Estate	Equity	$353,806,107.31	0.06	353,806,107.31	4,571,729.00	22160N109	US22160N1090	2262864	-
CNC	CENTENE CORP	Health Care	Equity	$352,999,357.65	0.06	352,999,357.65	5,868,651.00	15135B101	US15135B1017	2807061	-
FITB	FIFTH THIRD BANCORP	Financials	Equity	$349,282,012.86	0.06	349,282,012.86	7,550,411.00	316773100	US3167731005	2336747	-
TSCO	TRACTOR SUPPLY	Consumer Discretionary	Equity	$347,353,522.88	0.06	347,353,522.88	1,203,748.00	892356106	US8923561067	2900335	-
ROK	ROCKWELL AUTOMATION INC	Industrials	Equity	$344,480,799.08	0.06	344,480,799.08	1,265,822.00	773903109	US7739031091	2754060	-
WEC	WEC ENERGY GROUP INC	Utilities	Equity	$344,158,747.02	0.06	344,158,747.02	3,526,578.00	92939U106	US92939U1060	BYY8XK8	-
EBAY	EBAY INC	Consumer Discretionary	Equity	$337,633,715.76	0.06	337,633,715.76	5,455,384.00	278642103	US2786421030	2293819	-
XYL	XYLEM INC	Industrials	Equity	$337,091,204.30	0.06	337,091,204.30	2,710,390.00	98419M100	US98419M1009	B3P2CN8	-
ON	ON SEMICONDUCTOR CORP	Information Technology	Equity	$336,462,141.33	0.06	336,462,141.33	4,778,613.00	682189105	US6821891057	2583576	-
ANSS	ANSYS INC	Information Technology	Equity	$333,751,764.42	0.06	333,751,764.42	975,369.00	03662Q105	US03662Q1058	2045623	-
RJF	RAYMOND JAMES INC	Financials	Equity	$328,318,401.84	0.06	328,318,401.84	2,068,408.00	754730109	US7547301090	2718992	-
CAH	CARDINAL HEALTH INC	Health Care	Equity	$327,944,056.88	0.06	327,944,056.88	2,720,173.00	14149Y108	US14149Y1082	2175672	-
PPG	PPG INDUSTRIES INC	Materials	Equity	$326,723,413.68	0.06	326,723,413.68	2,602,959.00	693506107	US6935061076	2698470	-
KHC	KRAFT HEINZ	Consumer Staples	Equity	$324,957,468.00	0.06	324,957,468.00	9,847,196.00	500754106	US5007541064	BYRY499	-
TTWO	TAKE TWO INTERACTIVE SOFTWARE INC	Communication	Equity	$323,438,566.80	0.06	323,438,566.80	1,818,092.00	874054109	US8740541094	2122117	-
KEYS	KEYSIGHT TECHNOLOGIES INC	Information Technology	Equity	$322,058,017.62	0.06	322,058,017.62	1,946,911.00	49338L103	US49338L1035	BQZJ0Q9	-
NVR	NVR INC	Consumer Discretionary	Equity	$321,554,777.00	0.06	321,554,777.00	34,550.00	62944T105	US62944T1051	2637785	-
UAL	UNITED AIRLINES HOLDINGS INC	Industrials	Equity	$320,992,893.21	0.06	320,992,893.21	3,668,071.00	910047109	US9100471096	B4QG225	-
HPE	HEWLETT PACKARD ENTERPRISE	Information Technology	Equity	$319,563,095.32	0.06	319,563,095.32	14,499,233.00	42824C109	US42824C1099	BYVYWS0	-
STT	STATE STREET CORP	Financials	Equity	$315,694,361.36	0.06	315,694,361.36	3,330,812.00	857477103	US8574771031	2842040	-
GPN	GLOBAL PAYMENTS INC	Financials	Equity	$314,679,879.36	0.06	314,679,879.36	2,838,022.00	37940X102	US37940X1028	2712013	-
DXCM	DEXCOM INC	Health Care	Equity	$312,775,419.00	0.06	312,775,419.00	4,470,775.00	252131107	US2521311074	B0796X4	-
MTD	METTLER TOLEDO INC	Health Care	Equity	$310,864,878.88	0.05	310,864,878.88	237,296.00	592688105	US5926881054	2126249	-
DOV	DOVER CORP	Industrials	Equity	$308,922,068.00	0.05	308,922,068.00	1,533,112.00	260003108	US2600031080	2278407	-
PHM	PULTEGROUP INC	Consumer Discretionary	Equity	$307,290,205.20	0.05	307,290,205.20	2,315,676.00	745867101	US7458671010	2708841	-
VTR	VENTAS REIT INC	Real Estate	Equity	$300,275,893.95	0.05	300,275,893.95	4,608,993.00	92276F100	US92276F1003	2927925	-
DECK	DECKERS OUTDOOR CORP	Consumer Discretionary	Equity	$298,681,527.03	0.05	298,681,527.03	1,700,823.00	243537107	US2435371073	2267278	-
LDOS	LEIDOS HOLDINGS INC	Industrials	Equity	$298,306,612.20	0.05	298,306,612.20	1,503,410.00	525327102	US5253271028	BDV82B8	-
CDW	CDW CORP	Information Technology	Equity	$297,868,259.70	0.05	297,868,259.70	1,490,310.00	12514G108	US12514G1085	BBM5MD6	-
BRO	BROWN & BROWN INC	Financials	Equity	$296,992,164.82	0.05	296,992,164.82	2,641,574.00	115236101	US1152361010	2692687	-
TYL	TYLER TECHNOLOGIES INC	Information Technology	Equity	$296,534,931.42	0.05	296,534,931.42	475,811.00	902252105	US9022521051	2909644	-
AWK	AMERICAN WATER WORKS INC	Utilities	Equity	$295,810,939.78	0.05	295,810,939.78	2,173,642.00	030420103	US0304201033	B2R3PV1	-
FTV	FORTIVE CORP	Industrials	Equity	$293,910,251.20	0.05	293,910,251.20	3,908,381.00	34959J108	US34959J1088	BYT3MK1	-
BR	BROADRIDGE FINANCIAL SOLUTIONS INC	Industrials	Equity	$293,244,814.95	0.05	293,244,814.95	1,302,095.00	11133T103	US11133T1034	B1VP7R6	-
TROW	T ROWE PRICE GROUP INC	Financials	Equity	$292,163,610.44	0.05	292,163,610.44	2,483,962.00	74144T108	US74144T1088	2702337	-
VLTO	VERALTO CORP	Industrials	Equity	$290,963,774.20	0.05	290,963,774.20	2,756,644.00	92338C103	US92338C1036	BPGMZQ5	-
CHD	CHURCH AND DWIGHT INC	Consumer Staples	Equity	$290,785,739.25	0.05	290,785,739.25	2,731,665.00	171340102	US1713401024	2195841	-
HSY	HERSHEY FOODS	Consumer Staples	Equity	$289,335,692.47	0.05	289,335,692.47	1,647,041.00	427866108	US4278661081	2422806	-
SW	SMURFIT WESTROCK PLC	Materials	Equity	$288,399,720.18	0.05	288,399,720.18	5,504,862.00	-	IE00028FXN24	BRK49M5	-
HAL	HALLIBURTON	Energy	Equity	$287,894,922.08	0.05	287,894,922.08	9,849,296.00	406216101	US4062161017	2405302	-
NTAP	NETAPP INC	Information Technology	Equity	$284,310,038.38	0.05	284,310,038.38	2,292,638.00	64110D104	US64110D1046	2630643	-
CPAY	CORPAY INC	Financials	Equity	$283,506,221.86	0.05	283,506,221.86	774,586.00	219948106	US2199481068	BMX5GK7	-
SYF	SYNCHRONY FINANCIAL	Financials	Equity	$281,305,479.72	0.05	281,305,479.72	4,409,868.00	87165B103	US87165B1035	BP96PS6	-
BIIB	BIOGEN INC	Health Care	Equity	$281,185,154.88	0.05	281,185,154.88	1,624,972.00	09062X103	US09062X1037	2455965	-
HUBB	HUBBELL INC	Industrials	Equity	$280,397,693.90	0.05	280,397,693.90	599,230.00	443510607	US4435106079	BDFG6S3	-
HBAN	HUNTINGTON BANCSHARES INC	Financials	Equity	$280,150,008.32	0.05	280,150,008.32	16,203,008.00	446150104	US4461501045	2445966	-
EQR	EQUITY RESIDENTIAL REIT	Real Estate	Equity	$279,914,224.59	0.05	279,914,224.59	3,806,803.00	29476L107	US29476L1070	2319157	-
GDDY	GODADDY INC CLASS A	Information Technology	Equity	$279,605,738.88	0.05	279,605,738.88	1,572,232.00	380237107	US3802371076	BWFRFC6	-
ADM	ARCHER DANIELS MIDLAND	Consumer Staples	Equity	$278,101,090.93	0.05	278,101,090.93	5,334,761.00	039483102	US0394831020	2047317	-
EQT	EQT CORP	Energy	Equity	$273,167,042.22	0.05	273,167,042.22	6,627,051.00	26884L109	US26884L1098	2319414	-
PPL	PPL CORP	Utilities	Equity	$272,094,048.60	0.05	272,094,048.60	8,230,310.00	69351T106	US69351T1060	2680905	-
DTE	DTE ENERGY	Utilities	Equity	$272,005,383.20	0.05	272,005,383.20	2,309,044.00	233331107	US2333311072	2280220	-
DVN	DEVON ENERGY CORP	Energy	Equity	$271,538,279.22	0.05	271,538,279.22	6,985,806.00	25179M103	US25179M1036	2480677	-
CCL	CARNIVAL CORP	Consumer Discretionary	Equity	$271,270,560.83	0.05	271,270,560.83	11,270,069.00	143658300	PA1436583006	2523044	-
SBAC	SBA COMMUNICATIONS REIT CORP CLASS	Real Estate	Equity	$268,616,223.36	0.05	268,616,223.36	1,199,608.00	78410G104	US78410G1040	BZ6TS23	-
AEE	AMEREN CORP	Utilities	Equity	$268,507,084.13	0.05	268,507,084.13	2,977,127.00	023608102	US0236081024	2050832	-
IFF	INTERNATIONAL FLAVORS & FRAGRANCES	Materials	Equity	$263,182,375.44	0.05	263,182,375.44	2,851,998.00	459506101	US4595061015	2464165	-
WST	WEST PHARMACEUTICAL SERVICES INC	Health Care	Equity	$262,349,875.20	0.05	262,349,875.20	809,472.00	955306105	US9553061055	2950482	-
RF	REGIONS FINANCIAL CORP	Financials	Equity	$261,567,364.38	0.05	261,567,364.38	10,209,499.00	7591EP100	US7591EP1005	B01R311	-
CINF	CINCINNATI FINANCIAL CORP	Financials	Equity	$259,096,785.70	0.05	259,096,785.70	1,742,530.00	172062101	US1720621010	2196888	-
WY	WEYERHAEUSER REIT	Real Estate	Equity	$258,766,206.93	0.05	258,766,206.93	8,114,337.00	962166104	US9621661043	2958936	-
PTC	PTC INC	Information Technology	Equity	$258,447,349.38	0.05	258,447,349.38	1,340,286.00	69370C100	US69370C1009	B95N910	-
TDY	TELEDYNE TECHNOLOGIES INC	Information Technology	Equity	$255,568,212.72	0.05	255,568,212.72	522,378.00	879360105	US8793601050	2503477	-
WAT	WATERS CORP	Health Care	Equity	$254,610,986.70	0.04	254,610,986.70	662,170.00	941848103	US9418481035	2937689	-
WDC	WESTERN DIGITAL CORP	Information Technology	Equity	$253,572,523.60	0.04	253,572,523.60	3,642,760.00	958102105	US9581021055	2954699	-
EXPE	EXPEDIA GROUP INC	Consumer Discretionary	Equity	$251,460,478.04	0.04	251,460,478.04	1,391,129.00	30212P303	US30212P3038	B748CK2	-
ATO	ATMOS ENERGY CORP	Utilities	Equity	$249,762,169.06	0.04	249,762,169.06	1,732,174.00	049560105	US0495601058	2315359	-
LYB	LYONDELLBASELL INDUSTRIES NV CLASS	Materials	Equity	$247,527,890.30	0.04	247,527,890.30	2,901,851.00	-	NL0009434992	B3SPXZ3	-
ZBH	ZIMMER BIOMET HOLDINGS INC	Health Care	Equity	$245,726,218.26	0.04	245,726,218.26	2,271,457.00	98956P102	US98956P1021	2783815	-
STX	SEAGATE TECHNOLOGY HOLDINGS PLC	Information Technology	Equity	$245,443,901.82	0.04	245,443,901.82	2,342,469.00	-	IE00BKVD2N49	BKVD2N4	-
ES	EVERSOURCE ENERGY	Utilities	Equity	$244,786,818.40	0.04	244,786,818.40	3,986,756.00	30040W108	US30040W1080	BVVN4Q8	-
K	KELLANOVA	Consumer Staples	Equity	$242,481,762.00	0.04	242,481,762.00	2,993,602.00	487836108	US4878361082	2486813	-
STE	STERIS	Health Care	Equity	$241,049,161.13	0.04	241,049,161.13	1,099,727.00	G8473T100	IE00BFY8C754	BFY8C75	-
PKG	PACKAGING CORP OF AMERICA	Materials	Equity	$239,421,454.37	0.04	239,421,454.37	995,143.00	695156109	US6951561090	2504566	-
STLD	STEEL DYNAMICS INC	Materials	Equity	$237,860,042.60	0.04	237,860,042.60	1,601,212.00	858119100	US8581191009	2849472	-
FE	FIRSTENERGY CORP	Utilities	Equity	$237,543,789.90	0.04	237,543,789.90	5,718,435.00	337932107	US3379321074	2100920	-
NTRS	NORTHERN TRUST CORP	Financials	Equity	$236,573,169.96	0.04	236,573,169.96	2,249,222.00	665859104	US6658591044	2648668	-
BLDR	BUILDERS FIRSTSOURCE INC	Industrials	Equity	$231,754,232.25	0.04	231,754,232.25	1,299,435.00	12008R107	US12008R1077	B0BV2M7	-
FSLR	FIRST SOLAR INC	Information Technology	Equity	$231,541,365.99	0.04	231,541,365.99	1,193,943.00	336433107	US3364331070	B1HMF22	-
COO	COOPER INC	Health Care	Equity	$230,519,635.00	0.04	230,519,635.00	2,221,876.00	216648501	US2166485019	BQPDXR3	-
CBOE	CBOE GLOBAL MARKETS INC	Financials	Equity	$229,843,499.28	0.04	229,843,499.28	1,167,548.00	12503M108	US12503M1080	B5834C5	-
ZBRA	ZEBRA TECHNOLOGIES CORP CLASS A	Information Technology	Equity	$229,487,849.41	0.04	229,487,849.41	574,711.00	989207105	US9892071054	2989356	-
CFG	CITIZENS FINANCIAL GROUP INC	Financials	Equity	$229,113,263.61	0.04	229,113,263.61	5,001,381.00	174610105	US1746101054	BQRX1X3	-
